0,1,2,3,4,5,6,7,8,9,10
ice cream,pasta,,,,,,,,,
sausage,sausage,canned beer,spices,,,,,,,
whole milk,brown bread,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
whole milk,other vegetables,,,,,,,,,
cat food,white bread,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
other vegetables,red/blush wine,,,,,,,,,
fish,chocolate,,,,,,,,,
berries,bottled water,curd,shopping bags,,,,,,,
sausage,curd,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
condensed milk,waffles,domestic eggs,,,,,,,,
meat,butter,,,,,,,,,
chocolate,waffles,,,,,,,,,
chicken,roll products ,,,,,,,,,
root vegetables,turkey,bottled water,,,,,,,,
pip fruit,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
dessert,whole milk,whole milk,domestic eggs,,,,,,,
pip fruit,onions,yogurt,,,,,,,,
rolls/buns,bottled water,white bread,brown bread,,,,,,,
tropical fruit,other vegetables,berries,butter,,,,,,,
root vegetables,rolls/buns,salty snack,,,,,,,,
sausage,oil,,,,,,,,,
root vegetables,rolls/buns,Instant food products,,,,,,,,
canned fish,yogurt,,,,,,,,,
oil,citrus fruit,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
hamburger meat,sausage,margarine,tropical fruit,pickled vegetables,,,,,,
butter,softener,,,,,,,,,
brown bread,brown bread,,,,,,,,,
sausage,meat spreads,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
photo/film,bottled beer,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
citrus fruit,hard cheese,pastry,salty snack,,,,,,,
bottled beer,newspapers,,,,,,,,,
other vegetables,curd,,,,,,,,,
whole milk,soda,,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
dish cleaner,soda,,,,,,,,,
oil,bottled water,oil,,,,,,,,
whole milk,semi-finished bread,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
citrus fruit,onions,,,,,,,,,
processed cheese,waffles,,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
chicken,shopping bags,,,,,,,,,
ham,soda,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
other vegetables,herbs,,,,,,,,,
pork,whole milk,,,,,,,,,
pastry,vinegar,salty snack,,,,,,,,
frozen vegetables,pip fruit,hygiene articles,,,,,,,,
shopping bags,specialty chocolate,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
pork,cat food,,,,,,,,,
pot plants,pickled vegetables,house keeping products,,,,,,,,
newspapers,brown bread,,,,,,,,,
pastry,salty snack,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
pickled vegetables,flour,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
turkey,chocolate,,,,,,,,,
spread cheese,butter,hygiene articles,,,,,,,,
whole milk,pastry,,,,,,,,,
dessert,chocolate,,,,,,,,,
frozen potato products,salt,coffee,,,,,,,,
bottled beer,other vegetables,salty snack,,,,,,,,
ice cream,oil,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
coffee,shopping bags,,,,,,,,,
other vegetables,soda,pip fruit,brown bread,,,,,,,
tropical fruit,bottled water,semi-finished bread,,,,,,,,
meat,photo/film,,,,,,,,,
yogurt,other vegetables,rolls/buns,herbs,,,,,,,
pork,frozen meals,canned beer,,,,,,,,
white wine,beverages,,,,,,,,,
frozen meals,chicken,whipped/sour cream,whole milk,bottled beer,,,,,,
whole milk,shopping bags,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pip fruit,grapes,,,,,,,,,
frozen meals,abrasive cleaner,,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
butter,canned beer,domestic eggs,specialty chocolate,specialty chocolate,soda,root vegetables,canned fish,,,
pip fruit,tropical fruit,frozen potato products,sweet spreads,chocolate,napkins,candles,seasonal products,,,
newspapers,coffee,soft cheese,,,,,,,,
pip fruit,whole milk,,,,,,,,,
canned beer,whole milk,,,,,,,,,
sausage,frozen dessert,brown bread,other vegetables,,,,,,,
butter milk,semi-finished bread,,,,,,,,,
frankfurter,margarine,,,,,,,,,
specialty chocolate,white bread,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
tropical fruit,root vegetables,pip fruit,butter milk,waffles,bottled beer,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,,
pork,mayonnaise,,,,,,,,,
citrus fruit,margarine,sliced cheese,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
baking powder,hair spray,,,,,,,,,
frankfurter,curd,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frozen meals,dental care,,,,,,,,,
beef,yogurt,fruit/vegetable juice,,,,,,,,
oil,cake bar,,,,,,,,,
canned beer,pasta,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
canned beer,yogurt,salty snack,,,,,,,,
tropical fruit,mayonnaise,other vegetables,meat,roll products ,napkins,frozen meals,newspapers,,,
turkey,shopping bags,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pastry,whole milk,other vegetables,rolls/buns,,,,,,,
beef,frozen vegetables,,,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
other vegetables,newspapers,,,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
kitchen utensil,bottled water,rolls/buns,pasta,bottled water,,,,,,
soda,pastry,,,,,,,,,
pork,cake bar,,,,,,,,,
yogurt,canned beer,,,,,,,,,
curd,soda,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
bottled water,hair spray,processed cheese,,,,,,,,
berries,other vegetables,,,,,,,,,
ham,yogurt,,,,,,,,,
whole milk,ham,,,,,,,,,
root vegetables,butter,specialty bar,domestic eggs,,,,,,,
house keeping products,butter milk,,,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
semi-finished bread,pip fruit,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
pip fruit,yogurt,flour,rolls/buns,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
whole milk,candy,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
ham,pastry,,,,,,,,,
other vegetables,beverages,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pip fruit,other vegetables,cling film/bags,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
chocolate,chocolate,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
chicken,margarine,,,,,,,,,
sausage,long life bakery product,curd,,,,,,,,
curd,butter,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
hamburger meat,curd,,,,,,,,,
meat,canned fish,brown bread,,,,,,,,
chicken,dessert,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
onions,domestic eggs,waffles,,,,,,,,
soda,candles,rolls/buns,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
newspapers,canned beer,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
ham,white wine,,,,,,,,,
soda,rolls/buns,,,,,,,,,
canned fish,rolls/buns,,,,,,,,,
turkey,cream cheese ,,,,,,,,,
oil,yogurt,,,,,,,,,
citrus fruit,soda,,,,,,,,,
other vegetables,other vegetables,butter,,,,,,,,
butter milk,candles,pot plants,,,,,,,,
onions,pastry,shopping bags,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
beef,whipped/sour cream,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
canned beer,soda,,,,,,,,,
whole milk,organic products,,,,,,,,,
whole milk,cake bar,,,,,,,,,
beverages,shopping bags,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
frozen vegetables,bottled water,,,,,,,,,
soda,specialty bar,,,,,,,,,
soda,yogurt,,,,,,,,,
root vegetables,snack products,,,,,,,,,
soda,grapes,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
citrus fruit,whipped/sour cream,onions,other vegetables,butter,,,,,,
bottled water,pastry,specialty bar,herbs,,,,,,,
berries,pastry,shopping bags,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
beef,UHT-milk,,,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
sausage,root vegetables,soda,chocolate marshmallow,,,,,,,
root vegetables,hard cheese,pastry,,,,,,,,
root vegetables,red/blush wine,salty snack,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
chicken,curd,,,,,,,,,
newspapers,napkins,,,,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
coffee,napkins,,,,,,,,,
bottled water,onions,root vegetables,grapes,,,,,,,
chicken,pip fruit,,,,,,,,,
pork,canned beer,whole milk,rolls/buns,,,,,,,
other vegetables,soda,,,,,,,,,
other vegetables,dessert,,,,,,,,,
bottled beer,rolls/buns,waffles,,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
soda,sliced cheese,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
long life bakery product,waffles,canned vegetables,soft cheese,,,,,,,
whole milk,yogurt,,,,,,,,,
pip fruit,turkey,yogurt,root vegetables,other vegetables,chocolate,fruit/vegetable juice,,,,
other vegetables,margarine,,,,,,,,,
sausage,specialty bar,,,,,,,,,
meat,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
sausage,tea,,,,,,,,,
beverages,shopping bags,,,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
ham,sugar,,,,,,,,,
butter,whipped/sour cream,rolls/buns,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
beef,frozen meals,,,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
sausage,soda,cream cheese ,,,,,,,,
cream cheese ,pip fruit,cat food,shopping bags,,,,,,,
specialty chocolate,white bread,shopping bags,,,,,,,,
other vegetables,specialty chocolate,newspapers,,,,,,,,
other vegetables,other vegetables,newspapers,pip fruit,,,,,,,
pork,cream cheese ,,,,,,,,,
softener,salty snack,,,,,,,,,
brown bread,coffee,canned beer,,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
whole milk,berries,bottled water,curd,napkins,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
pasta,sausage,rolls/buns,root vegetables,flower (seeds),,,,,,
frankfurter,frankfurter,pip fruit,yogurt,,,,,,,
other vegetables,abrasive cleaner,,,,,,,,,
whole milk,sauces,,,,,,,,,
rolls/buns,rum,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
onions,soda,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
beef,whole milk,frozen vegetables,soda,,,,,,,
tropical fruit,sausage,,,,,,,,,
tropical fruit,soda,,,,,,,,,
long life bakery product,bottled water,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
meat,other vegetables,,,,,,,,,
chicken,curd,,,,,,,,,
citrus fruit,root vegetables,yogurt,soft cheese,,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,root vegetables,,,,,,,,,
curd,dessert,,,,,,,,,
candy,tropical fruit,rolls/buns,,,,,,,,
bottled beer,frozen vegetables,sliced cheese,,,,,,,,
pastry,ketchup,,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
onions,grapes,yogurt,tropical fruit,whole milk,salty snack,root vegetables,frozen dessert,whipped/sour cream,,
ice cream,hamburger meat,shopping bags,whole milk,soft cheese,,,,,,
light bulbs,frozen vegetables,liquor,citrus fruit,butter,chewing gum,cream cheese ,rolls/buns,,,
onions,shopping bags,seasonal products,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
yogurt,other vegetables,,,,,,,,,
citrus fruit,butter milk,cream cheese ,,,,,,,,
soda,soda,canned beer,,,,,,,,
pip fruit,pot plants,,,,,,,,,
pastry,other vegetables,,,,,,,,,
pork,pet care,margarine,,,,,,,,
root vegetables,whipped/sour cream,frozen potato products,sugar,,,,,,,
canned beer,napkins,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
citrus fruit,other vegetables,brown bread,,,,,,,,
hamburger meat,dog food,,,,,,,,,
beef,other vegetables,,,,,,,,,
other vegetables,frozen vegetables,cling film/bags,bottled water,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
beverages,tropical fruit,rolls/buns,curd cheese,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
whipped/sour cream,brown bread,sparkling wine,,,,,,,,
pastry,newspapers,,,,,,,,,
sausage,pip fruit,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
frozen meals,pip fruit,dish cleaner,processed cheese,,,,,,,
onions,waffles,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
margarine,cereals,,,,,,,,,
sausage,bottled water,,,,,,,,,
pastry,white bread,,,,,,,,,
pip fruit,soda,jam,,,,,,,,
soda,newspapers,,,,,,,,,
chocolate marshmallow,whole milk,whole milk,,,,,,,,
beef,meat,,,,,,,,,
other vegetables,coffee,,,,,,,,,
sausage,chewing gum,,,,,,,,,
pastry,grapes,,,,,,,,,
whole milk,meat spreads,,,,,,,,,
sausage,whole milk,,,,,,,,,
herbs,canned beer,,,,,,,,,
beverages,butter milk,,,,,,,,,
beef,yogurt,,,,,,,,,
rolls/buns,oil,,,,,,,,,
chicken,sugar,,,,,,,,,
turkey,frozen potato products,butter,frozen dessert,,,,,,,
whole milk,pasta,rolls/buns,,,,,,,,
whole milk,tropical fruit,chocolate,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
sausage,pork,butter,whole milk,fruit/vegetable juice,,,,,,
yogurt,soda,,,,,,,,,
jam,brown bread,yogurt,,,,,,,,
tropical fruit,grapes,whole milk,pastry,white bread,,,,,,
sliced cheese,candy,,,,,,,,,
sausage,pip fruit,,,,,,,,,
fruit/vegetable juice,ice cream,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whole milk,pork,,,,,,,,,
chicken,soda,packaged fruit/vegetables,,,,,,,,
domestic eggs,sugar,,,,,,,,,
house keeping products,salty snack,semi-finished bread,other vegetables,whole milk,domestic eggs,chocolate marshmallow,whole milk,,,
mayonnaise,instant coffee,,,,,,,,,
pork,berries,,,,,,,,,
pork,honey,newspapers,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pip fruit,curd,canned beer,pork,bottled beer,frozen dessert,dessert,bottled water,,,
berries,bottled beer,,,,,,,,,
sausage,pastry,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
meat,root vegetables,,,,,,,,,
waffles,brown bread,,,,,,,,,
cake bar,pastry,butter,,,,,,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
curd,pip fruit,,,,,,,,,
butter,whole milk,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
pastry,photo/film,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
syrup,waffles,,,,,,,,,
rum,onions,,,,,,,,,
rolls/buns,beef,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
citrus fruit,whole milk,fruit/vegetable juice,dishes,,,,,,,
canned beer,pastry,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
chocolate,other vegetables,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
detergent,tropical fruit,soda,margarine,,,,,,,
condensed milk,pork,whole milk,pastry,,,,,,,
newspapers,coffee,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
whole milk,brandy,brown bread,,,,,,,,
soda,beverages,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
root vegetables,cream cheese ,,,,,,,,,
butter,candy,,,,,,,,,
other vegetables,frankfurter,other vegetables,newspapers,spread cheese,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
pork,red/blush wine,,,,,,,,,
finished products,bottled beer,,,,,,,,,
yogurt,herbs,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
whole milk,rolls/buns,cat food,shopping bags,,,,,,,
beverages,specialty fat,,,,,,,,,
pastry,whole milk,,,,,,,,,
yogurt,herbs,pastry,whipped/sour cream,canned fish,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
frankfurter,whole milk,,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
whipped/sour cream,butter milk,shopping bags,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
white bread,whole milk,hygiene articles,,,,,,,,
root vegetables,coffee,,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
domestic eggs,hard cheese,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,salt,,,,,,,,,
liquor,newspapers,,,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
hamburger meat,pasta,,,,,,,,,
chicken,other vegetables,,,,,,,,,
yogurt,pastry,,,,,,,,,
whole milk,berries,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
ham,spread cheese,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
pork,pasta,fruit/vegetable juice,,,,,,,,
frankfurter,whole milk,red/blush wine,rolls/buns,,,,,,,
whole milk,newspapers,,,,,,,,,
butter,sweet spreads,sliced cheese,,,,,,,,
popcorn,dishes,whole milk,,,,,,,,
grapes,bottled water,napkins,,,,,,,,
pip fruit,pork,sausage,dessert,grapes,soda,dessert,yogurt,whole milk,,
hamburger meat,whole milk,,,,,,,,,
beverages,cake bar,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
soda,tropical fruit,specialty chocolate,root vegetables,,,,,,,
whole milk,oil,,,,,,,,,
citrus fruit,white bread,processed cheese,,,,,,,,
bottled water,pastry,,,,,,,,,
zwieback,cream cheese ,,,,,,,,,
ice cream,candy,canned beer,,,,,,,,
newspapers,chocolate,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
candy,curd,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
whole milk,candles,,,,,,,,,
sausage,white bread,coffee,,,,,,,,
UHT-milk,canned beer,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
ham,whole milk,artif. sweetener,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,
frozen vegetables,other vegetables,napkins,,,,,,,,
pip fruit,grapes,pastry,,,,,,,,
chicken,finished products,rolls/buns,butter,rolls/buns,herbs,white bread,,,,
rolls/buns,brown bread,whipped/sour cream,,,,,,,,
pastry,curd,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
whole milk,whole milk,,,,,,,,,
UHT-milk,butter milk,napkins,,,,,,,,
photo/film,root vegetables,,,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
sausage,curd cheese,,,,,,,,,
pip fruit,seasonal products,chocolate,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
root vegetables,tropical fruit,other vegetables,processed cheese,,,,,,,
berries,butter,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
pork,pip fruit,whole milk,shopping bags,,,,,,,
pork,yogurt,whole milk,,,,,,,,
meat,butter,,,,,,,,,
frankfurter,bottled beer,pastry,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
beef,bottled water,,,,,,,,,
specialty chocolate,specialty cheese,,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
candy,rolls/buns,coffee,yogurt,,,,,,,
UHT-milk,yogurt,pastry,UHT-milk,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
root vegetables,napkins,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,rice,,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
frankfurter,yogurt,,,,,,,,,
soda,canned beer,soft cheese,waffles,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
citrus fruit,shopping bags,domestic eggs,,,,,,,,
candles,canned fish,oil,,,,,,,,
tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
ham,tropical fruit,soda,,,,,,,,
whole milk,pip fruit,,,,,,,,,
brown bread,pastry,canned beer,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
root vegetables,yogurt,pickled vegetables,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
ham,hard cheese,,,,,,,,,
pastry,soda,pastry,,,,,,,,
pastry,napkins,shopping bags,margarine,,,,,,,
dessert,sugar,,,,,,,,,
whole milk,citrus fruit,napkins,,,,,,,,
brown bread,chocolate,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pastry,shopping bags,,,,,,,,,
soda,frozen fish,rolls/buns,,,,,,,,
popcorn,pork,margarine,beef,butter,,,,,,
frankfurter,canned beer,,,,,,,,,
waffles,beverages,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
sweet spreads,white wine,,,,,,,,,
newspapers,bottled water,hard cheese,,,,,,,,
tropical fruit,zwieback,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
ham,specialty bar,,,,,,,,,
waffles,yogurt,,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
citrus fruit,onions,,,,,,,,,
packaged fruit/vegetables,cat food,dental care,,,,,,,,
ham,napkins,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
pork,frozen vegetables,,,,,,,,,
whole milk,brown bread,soda,,,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
margarine,butter,,,,,,,,,
frozen fish,specialty chocolate,,,,,,,,,
coffee,cream cheese ,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
liver loaf,citrus fruit,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
tropical fruit,pasta,napkins,,,,,,,,
butter,other vegetables,soda,yogurt,UHT-milk,,,,,,
root vegetables,dog food,,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
shopping bags,pork,canned fish,whole milk,onions,bottled beer,canned beer,,,,
napkins,other vegetables,pot plants,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
whole milk,rolls/buns,herbs,beverages,soda,,,,,,
yogurt,jam,,,,,,,,,
coffee,napkins,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
whole milk,canned fish,,,,,,,,,
soda,white bread,chocolate,sugar,,,,,,,
curd,whole milk,,,,,,,,,
pastry,other vegetables,,,,,,,,,
whole milk,sausage,whole milk,yogurt,cake bar,female sanitary products,soda,,,,
onions,soda,,,,,,,,,
canned beer,root vegetables,whole milk,whole milk,newspapers,,,,,,
tropical fruit,other vegetables,,,,,,,,,
onions,bottled water,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
beef,tropical fruit,,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
soda,berries,,,,,,,,,
bottled water,soups,newspapers,root vegetables,shopping bags,,,,,,
other vegetables,beef,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
yogurt,pot plants,,,,,,,,,
oil,chewing gum,,,,,,,,,
mayonnaise,tropical fruit,packaged fruit/vegetables,beverages,cereals,,,,,,
sausage,shopping bags,,,,,,,,,
semi-finished bread,liquor (appetizer),,,,,,,,,
bottled beer,oil,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
frankfurter,whipped/sour cream,other vegetables,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
sausage,dish cleaner,,,,,,,,,
cream cheese ,popcorn,frozen fish,,,,,,,,
beef,domestic eggs,,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
canned vegetables,pasta,,,,,,,,,
pip fruit,butter,,,,,,,,,
root vegetables,sugar,,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
pork,canned beer,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,pip fruit,brown bread,,,,,,,,
tropical fruit,white bread,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
ham,brown bread,butter,bottled water,,,,,,,
onions,other vegetables,,,,,,,,,
fruit/vegetable juice,citrus fruit,pastry,tropical fruit,margarine,,,,,,
pastry,rolls/buns,,,,,,,,,
root vegetables,frozen dessert,beverages,,,,,,,,
tropical fruit,frozen fish,domestic eggs,mustard,,,,,,,
frankfurter,pastry,canned beer,pastry,,,,,,,
chocolate,whole milk,,,,,,,,,
shopping bags,skin care,,,,,,,,,
coffee,frozen potato products,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sausage,zwieback,jam,,,,,,,,
frozen vegetables,salad dressing,,,,,,,,,
pastry,canned beer,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
pork,ice cream,,,,,,,,,
bottled beer,white bread,,,,,,,,,
tropical fruit,ice cream,newspapers,,,,,,,,
curd,whole milk,red/blush wine,,,,,,,,
whole milk,newspapers,,,,,,,,,
canned beer,yogurt,bottled water,,,,,,,,
pastry,other vegetables,,,,,,,,,
turkey,canned beer,abrasive cleaner,,,,,,,,
meat,butter,frozen dessert,,,,,,,,
other vegetables,mustard,,,,,,,,,
frankfurter,margarine,,,,,,,,,
ham,whole milk,,,,,,,,,
beef,pastry,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whole milk,pastry,,,,,,,,,
zwieback,frozen dessert,shopping bags,cream cheese ,,,,,,,
soda,brown bread,,,,,,,,,
curd,whole milk,pet care,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
rolls/buns,cereals,,,,,,,,,
pastry,red/blush wine,pickled vegetables,,,,,,,,
sausage,tea,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
sausage,whole milk,,,,,,,,,
root vegetables,pastry,specialty chocolate,,,,,,,,
canned beer,honey,,,,,,,,,
pot plants,dish cleaner,,,,,,,,,
